show,rating,title,content,company,author,date
How to Succeed in Business Without Really Trying,9,How to Succeed in Business Without Really Trying,"In fact, it's hard to unravel where Finch ends and Radcliffe begins, so thoroughly do the two seem to be entwined in this triumphant performance. On the surface, the British actor - with his squat, compact body and somewhat pasty complexion - seems an unlikely leading man. Though he has a stronger singing voice than Broderick and a limber, go-for-it approach to director Rob Ashford's exhaustingly acrobatic choreography, he's not a natural, effortless triple threat. But like Finch, he seems to be tapping into an almost bottomless reserve of willpower and determination to claim his place in the spotlight of a big-budget Broadway musical. Your eyes keep being drawn to him, even if he always lets you see him sweat.",Entertainment Weekly,Thom Geier,03/28/2011
How to Succeed in Business Without Really Trying,9,How Daniel Radcliffe Succeeds on Broadway,"What Radcliffe and Ashford pull off in this surprisingly succulent production is a fairly exhilarating demonstration of how a well-run musical, like a well-run company, adapts itself to the peculiar talents of its personnel, and not the other way around. With Ashford's flair, Radcliffe's dogged discipline and great good humor, and a deep bench of performing talent, How to Succeed-written as a poke at at the gray-flannel innards of a mid-century business behemoth-moves with the fleet feet and bright-eyed buoyancy of a startup. Its satiric DNA may be rooted in the Sterling Cooper era, but the energy here is present-tense, urgent and undeniable.",New York Magazine,Scott Brown,03/27/2011
How to Succeed in Business Without Really Trying,9,"""How To Succeed In Business Without Really Trying""","If you had any doubts about Harry Potter's wizardly powers before, you'll become a believer now. Seeing young Daniel Radcliffe's poised and skillful performance in this very challenging role, I'm wondering if the famed movie actor may have found his true calling.",NY1,Roma Torre,03/29/2011
How to Succeed in Business Without Really Trying,9,How to Succeed in Business Without Really Trying,"Radcliffe, the 21-year-old Brit who spent half his life as Harry Potter before starring in ""Equus"" at the West End and on Broadway, has undergone a crash course in singing, dancing and mugging. Turns out he is proficient at the first, surprisingly adept at the second and especially good at the third.",Variety,Steven Suskin,03/27/2011
How to Succeed in Business Without Really Trying,9,"Lovable, Huggable, And Unscrupulous Too","The professionals are back. Well into one of the dimmest Broadway seasons in recent memory, Rob Ashford has lit the lights with a smart and satisfying production of ""How to Succeed in Business Without Really Trying,"" the Frank Loesser-Abe Burrows musical that taught a generation of viperine office politicians how to stick a shiv into their bosses without leaving any fingerprints on the handle. Needless to say, it's Daniel Radcliffe, better known as Harry Potter, who's filling the seats, but it's Mr. Ashford who deserves most of the credit for the artistic success of this hard-charging, high-flying revival of a show whose gleaming craftsmanship is as self-evident today as when it opened on Broadway a half-century ago.",Wall Street Journal,Terry Teachout,03/29/2011
How to Succeed in Business Without Really Trying,8,Daniel Radcliffe Succeeds in a Winning Musical,"Radcliffe has plenty of help onstage from a very funny and smooth John Larroquette as boss J. B. Biggley, a gifted Christopher J. Hanke as his scheming rival Bud Frump, and the delightful Rose Hemingway as his romantic interest Rosemary Pilkington. To be blunt, Radcliffe is not a Broadway singer. His voice is nice, but thin and he strains to fill the theater - ""American Idol"" judge Randy Jackson would call it ""pitchy."" Somehow it doesn't matter. He works so hard that we're on his side even if he, like his character, doesn't have the creds. Plus, there's so much here that works: songs by Frank Loesser; a delightfully cynical book about corporate behavior that resonates today; Derek McLane's sets made of massive interlocking cubes; and Catherine Zuber's wickedly clever costumes, not to mention Ashford's cheer-inducing choreography that even takes advantage of Radcliffe's small stature and Larroquette's tall one.",Associated Press,Mark Kennedy,03/28/2011
How to Succeed in Business Without Really Trying,8,Harry Potter Dances Up Corporate Ladder in 'Business',"As for the appealing Radcliffe, he's eager to please but lacks a certain urgency that makes Finch dangerous and irresistible at the same time. He's no singer (""I Believe in You,"" the show's best-known song, barely makes an impression) and not much of a dancer. Still, he does both more than respectably in the rousing ""Brotherhood of Man"" finale, which sends us home in a forgiving mood.",Bloomberg News,Jeremy Gerard,03/27/2011
How to Succeed in Business Without Really Trying,8,"Daniel Radcliffe in 'How to Succeed in Business' on Broadway: Look Ma, Harry Potter's dancing","Ashford does a couple of very shrewd things. First and foremost, he pairs Radcliffe -- whose character races up a corporate ladder with the help of the titular self-help book (Anderson Cooper provides the famous recorded voice) -- with veteran sitcom star John Larroquette, who plays J.B. Biggley, the company president and the show's surrogate father. Larroquette, whose sardonic sense of comedic timing is flawless and whose pacing is relentless, tutors and draws Radcliffe through the book scenes, pulling more laughs than the work of book writers Abe Burrows, Jack Weinstock and Willie Gilbert usually now snags.",Chicago Tribune,Chris Jones,03/27/2011
How to Succeed in Business Without Really Trying,8,"Show's good, clean fund","Daniel Radcliffe is so ador able in his Broadway musical debut, you just want to pinch his cheeks. It's not just his youth -- the ""Harry Potter"" star is 21 -- but the endearing amount of dedication and enthusiasm he pours into steering the new revival of ""How To Succeed in Business Without Really Trying.""",New York Post,Elisabeth Vincentelli,03/27/2011
How to Succeed in Business Without Really Trying,8,Daniel Radcliffe succeeds in 'Business',"Pink is the color favored by Finch's love interest, the sweetly feisty secretary Rosemary Pilkington, who via newcomer Rose Hemingway becomes this season's most adorable and vivacious ingénue. Tammy Blanchard also shines as Biggley's dimwitted mistress, bringing sassy swagger and comic panache to the bimbo role. John Larroquette's Biggley is less of an instant hit, showing even more of a tendency to rush through lines than Radcliffe does, though with less obvious character-based incentive. But Larroquette grows funnier and more lovable as the show progresses, and manages an endearing chemistry with the considerably younger (and shorter) leading man. In fact, Radcliffe ultimately succeeds not by overshadowing his fellow cast members, but by working in conscientious harmony with them - and having a blast in the process.",USA Today,Elysa Gardner,03/28/2011
How to Succeed in Business Without Really Trying,8,Daniel Radcliffe Turns Hoofer in How to Succeed in Business Without Really Trying,"Radcliffe is mainly earnest. He doesn't come off as someone trying to act earnest to get ahead but as someone who's just plain earnest. It's weird. But he's perfectly game and is to commended for continually trying to break out of his ascribed teen idol role. Alas, the big number ""I Believe In You"" falters without any sense of unrequited self love to propel it. Ironically, Radcliffe looks terrified! But he does nicely on the song ""Rosemary"" and scores every time he turns to the audience with a grin whenever he's gotten another promotion.",Village Voice,Michael Feingold,03/30/2011
