,show,rating,title,content,company,author,date
416,Frankie and Johnny in the Clair de Lune,8,Frankie and Johnny in the Clair de Lune,"When Johnny refuses to leave Frankie's apartment, even after she threatens to call the police, the creepiness factor is hard to avoid, especially since Shannon has used his lanky frame and craggy face to convey menace so successfully in the past. But for more than two hours, these highly gifted actors-directed by Arin Arbus, and beautifully lit by Natasha Katz-keep a sensitive focus on the gawky humanity of their characters, holding steady through the ups and downs of McNally's emotional ride. They connect, and they draw us in.",TimeOut NY,Adam Feldman,05/30/2019
417,Frankie and Johnny in the Clair de Lune,8,"‘Frankie And Johnny In The Clair De Lune’ Broadway Review: Audra McDonald, Michael Shannon And New Hope","When Terrence McNally's Frankie and Johnny In The Clair de Lune premiered Off Broadway in 1987, critics saw a sidelong glance at the AIDS crisis and the toll it took on intimacy. Nothing in the text has been changed for the affecting new production opening tonight on Broadway at the Broadhurst Theatre starring a powerful, ideally matched duo in Audra McDonald and Michael Shannon, and so those references to sexual terror remain.",Deadline,Greg Evans,05/30/2019
418,Frankie and Johnny in the Clair de Lune,8,Review: 'Frankie and Johnny' on Broadway is a beautiful balance between Audra McDonald and Michael Shannon,"But with a lot of help from McDonald and a deceptively expressionistic set from Riccardo Hernandez, the director Arin Arbus effectively operates on the levels of the then and the now. In the best moments of the piece, you think about the different terms of relationships in the 1980s and also how so much and yet so little has changed.",Chicago Tribune,Chris Jones,05/30/2019
419,Frankie and Johnny in the Clair de Lune,8,‘Frankie and Johnny’ review: More than skin is bared in tender revival,"Audra McDonald and Michael Shannon both bare their bodies and their feelings as Frankie, a guarded waitress, and Johnny, a pushy cook in the same greasy spoon, whose one-night stand could lead to more. So exposed are they that the revival that opened Thursday should be rated X-hilarating.",New York Post,Joe Dziemianowicz,05/30/2019
420,Frankie and Johnny in the Clair de Lune,8,‘Frankie & Johnny in the Clair de Lune’ Broadway Review: Audra McDonald Sizzles With Michael Shannon,"McNally's hopeful and heartfelt dramedy still carries a message for audiences who have grown perhaps even more jaded about love than those of three decades ago. Sex is easy, and intimacy is hard. And cynicism, while always just within reach, doesn't hold a candle to the untrustworthy but undeniable power of sincerity.",The Wrap,Thom Geier,05/30/2019
421,Frankie and Johnny in the Clair de Lune,8,FRANKIE AND JOHNNY IN THE CLAIR DE LUNE: ACTING BRILLIANCE IN THE LIGHT OF THE MOON,"Terrence McNally's 1987 two-character play observes a pair of mismatched middle-aged misfits who are stunned to discover-in the light (clair) of the Manhattan moon (lune)-that the future they've both long given up on might just be found in the other's imperfect arms. Mismatched characters, yes; played here by the mismatched but equally brilliant Audra McDonald and Michael Shannon, Frankie and Johnny in the Clair de Lune positively soars.",New York Stage Review,Steven Suskin,05/30/2019
422,Frankie and Johnny in the Clair de Lune,8,Broadway Review: ‘Frankie and Johnny in the Clair de Lune’,"In 1987, the play's sub-textual message was a no-brainer. Everyone knew then that playing at sex was playing with fire, and McNally had no reason to spell it out. But because there's no need-to-know subtext to a modern-day production like this one, there's always the danger that the story of Frankie and Johnny might seem shallow because nothing more than a love story is at stake. Nothing more, perhaps, than a love story, but my, how those lovers can love.",Variety,Marilyn Stasio,05/30/2019
423,Frankie and Johnny in the Clair de Lune,7,'Frankie and Johnny in the Clair de Lune': Theater Review,"It's easy to see why Terrence McNally's 1987 romantic two-hander is being presented on Broadway less than 20 years after its last incarnation. Frankie and Johnny in the Clair de Lune, about one very long night in which two lonely souls debate whether or not to take a chance on love, is a veritable feast for actors. And in the new revival directed by Arin Arbus, Audra McDonald and Michael Shannon wolf it down with gusto.",Hollywood Reporter,Frank Scheck,05/30/2019
424,Frankie and Johnny in the Clair de Lune,7,Audra McDonald and Michael Shannon breathe fresh air into Frankie and Johnny in the Clair de Lune: EW review,"Shannon, who spends almost every moment of the play either naked or in scant cotton boxers, brings kinetic physical energy to the role - a man so bursting with life that he might actually repel outerwear. He's overbearing and utterly charming, often at the same time. McDonald, resolutely stripped of glamor in her worn bathrobe and scrunchie, brings a sort of earthy dignity to a woman who would rather keep her heart behind bars than expose it to hurt again.",Entertainment Weekly,Lea Greenblatt,05/30/2019
425,Frankie and Johnny in the Clair de Lune,7,Theater Review: Hopeful Silliness and Emotional Intelligence in Frankie & Johnny,"Unsurprisingly, the real treat of this Frankie & Johnny - and perhaps any well-cast Frankie & Johnny - is watching the lively interplay of its two excellent performers. It's a showcase for actors, and there's a sweet, off-kilter, earthy chemistry between the down-to-earth McDonald and the hepped-up Shannon. Though Frankie is often nervous when she speaks, McDonald has a way of half-smiling or half-frowning while she listens that gives the sense of a deep, unarticulated inner life. And Shannon - who spends most of the play in boxer shorts, looking gloriously normal-bodied for a big-time actor - smartly leans into Johnny's oddball qualities and his bursts of childlike enthusiasm.",Vulture,Sara Holdren,05/30/2019
426,Frankie and Johnny in the Clair de Lune,6,'Frankie and Johnny in the Clair de Lune' review: Stellar cast lifts flimsy production,"As one would expect given their impressive bodies of work, McDonald and Shannon deliver superb performances that combine hyper comedy with underlying vulnerability. However, the revival is misconceived physically, with a lighting grid stationed far too low below the actors and a flimsy exterior backdrop, which affects the extent to which the audience is drawn into the play.",amNY,Matt Windman,05/30/2019
427,Frankie and Johnny in the Clair de Lune,6,FRANKIE AND JOHNNY IN THE CLARE DE LUNE: LOVE AMONG THE (GLAMOROUS) DOWNTRODDEN,"This may go toward explaining why this impeccably performed production of McNally's sweet, sad, and funny play, crisply staged by Arin Arbus, can feel nevertheless a bit sodden. For all the virtuosity on display, I'm not sure that we ever truly believe the characters, believe that these people are as lonely, and as needy, as the script requires them to be.",New York Stage Review,Jesse Oxfeld,05/30/2019
428,Burn This,8,"BWW Review: Adam Driver and Keri Russell Star in Lanford Wilson's Drama of Sex and Grieving, BURN THIS","Director Michael Mayer's generally well-acted production begins with an impressive visual, set designer Derek McLane's striking depiction of a downtown Manhattan loft apartment in what was once an industrial building, featuring square footage for days, tall windows offering a sweet view of the city and warmth provided by a parade of steam radiators lining a wall. Kerri Russell gives a fine, thoughtful performance as Anna, a dancer and aspiring choreographer who has just lost her best friend and artistic collaborator, Robbie, when he and his boyfriend perished in a boating accident. Anna and Robbie shared the loft with former dancer turned Madison Avenue wonk Larry. The funeral made it clear to them that most of Robbie's family was unaware of his sexual orientation, treating Anna as his girlfriend.",BroadwayWorld,Michael Dale,04/16/2019
