manual_label,show,rating,title,content,company,author,date
0,Amazing Grace,5,"Theater Review: Amazing Grace, Too Sweet, Unsound","Amazing Grace, a new musical purporting to tell the story of the 18th-century British abolitionist John Newton, is the ""first work of professional writing"" by Christopher Smith, a 45-year-old former police officer from suburban Philadelphia. (He wrote the music and lyrics himself and co-wrote the book with the more experienced playwright Arthur Giron.) What he has somehow gotten produced, and offered with good intentions to Broadway audiences and critics, is the equivalent of a child's drawing: na??ve, sincere, glowing with an unimpeachable if hard-to-pin-down vision of what it wants to be. (I'd guess that it wants to be a Christian family entertainment with a bold message about the power of redemption.) It is also a confusing cartoon so lacking in craft that it ruins any chance of being taken seriously. Certainly it can't be recommended as history; it's riddled with falsehoods that alone would sink it. But it also fails as musical theater, on two counts: the music and the theater.",Vulture,Jesse Green,7/16/2015
2,King Charles III,10,"Review: In ?€?King Charles III,?€? Glimpsing the Near Future of Monarchy","As portrayed by Tim Pigott-Smith, in a fully fleshed performance that finds heroic dimensions in one man's misguided bid for greatness, this unsteady monarch acquires a pathos that might indeed be called Shakespearean. Yes, it's only a pen he holds, not a sword, as he stares at the unsigned documents before him. But in that pen lies the power to divide a nation and to erase a king's identity.",New York Times,Ben Brantley,11/1/2015
0,The Realistic Joneses,6,"?€?The Realistic Joneses,?€? theater review","It's funny how trying to connect with neighbors, spouses, God, whomever, can lead you nowhere. Will Eno takes that idea and runs with it in ""The Realistic Joneses,"" an anxious comedy that packs rueful zingers, four first-rate starry performances and - buzzkill time, kids - diminishing returns for the entire second half...Under Sam Gold's tight direction, the cast is natural and convincing. But three-quarters of an hour into the 95-minute show, the script simply circles without deepening, darkening or clarifying...But in ""Realistic Joneses,"" his Broadway debut, the engine remains stuck in second. Keeping up with these Joneses quickly loses its appeal.",NY Daily News,Joe Dziemianowicz,4/6/2014
2,Lobby Hero,8,Chris Evans and Michael Cera take the lead in Broadway?€?s Lobby Hero: EW review,"It's Henry, with his murky moral dilemma - should he step in to offer his brother the alibi he's begging for? - and low-key comic timing, who becomes the play's least showy MVP. His family quandary is also what the plot turns on; its jerry-rigged tension eventually comes to a head in a revelation that feels more schematic than earned, and the stress points of race and sex and power the script touches on are only glancingly resolved. but Lobby is still a smart, thoughtful piece of work, fairy-dusted by the starry presence of its celebrated cast.",Entertainment Weekly,Leah Greenblatt,3/26/2018
0,Bronx Bombers,6,Broadway Review: __ronx Bombers_,"So, what's next - golf? Scribe-for-hire Eric Simonson and producers Fran Kirmser and Tony Ponturo have this factory assembly-line thing going with pro sports organizations: First came ""Lombardi,"" backed by the National Football League, then ""Magic / Bird"" with the National Basketball Association, and now, ""Bronx Bombers,"" which has the blessing of the Yankees and Major League Baseball. Marketing this one might be more of a challenge, though. With the exception of the baseball-crazy Japanese, can you sell the Broadway tourist audience on this rah-rah cheer for the home team?",Variety,Marilyn Stasio,2002/6/14
2,Jersey Boys,8,Jersey Boys: Welcome to Falsettoland,"Now we have Jersey Boys; an exceedingly fun and electrifyingly staged tale of the rise and fall of The Four Seasons, which smartly uses their hit songs as a sort of background soundtrack to the story of a group of blue-collar guys establishing a distinctive sound during the early years of rock and roll. They sing songs on stages, in clubs, and in recording studios, but, aside from a couple of missteps, never as part of a book scene. And yet director Des McAnuff, by being very stingy with applause breaks until the audience is ready to burst, and bookwriters Marshall Brickman & Rick Elice, by deftly weaving the dialogue in and out of the music, have found a method to use songs to fuel the story without overwhelming it. Fans of The Four Seasons may walk in excited to hear familiar favorites like ""Sherry"", ""Big Girls Don't Cry"", ""Rag Doll"" and ""Walk Like a Man"", but they should leave the theatre impressed with how plot-driven the entire production is without ever short-handing the music. The jukebox musical has found its Pal Joey; a bit flawed, but ambitious, gritty, clever and professional.",BroadwayWorld.com,Michael Dale,2012/4/5
0,The People in the Picture,3,The People in the Picture,"Late in the second act, there is a moment when the secret has been revealed...Dart and company milk the moment for maximum hankie usage and several choruses of the sentimental ""Saying Goodbye."" A plethora of tear-inducing triggers, including a Camillelike death scene, are yet to come. Fortunately, the score-featuring flavorful music by the legendary Mike Stoller (of Leiber and Stoller fame) and Artie Butler and amusing lyrics by Dart-doesn't hit us over the head like the book.",Backstage,David Sheward,4/28/11
1,School of Rock ,6,'School of Rock' review: Music saves the day in Andrew Lloyd Webber's new Broadway show starring Alex Brightman,"Director Laurence Connor's staging is inconsistent, but his young actors/musicians all kick axe. Brightman is huggable and kinetic and rocks steady as a slacker who saves the day. The actor lives up to his surname and earns his gold star. Better, gold devil horns. But he can't save a show that can't get out of its own way - or add much to the classic movie.",NY Daily News,Joe Dziemianowicz,2012/6/15
0,Home for the Holidays,2,'Home for the Holidays': Theater Review,"Morose over being stuck in the city during the holidays? Tired of seeing those same old perennials like the Radio City Christmas show or The Nutcracker? If you answered yes and wish to throw yourself even further into seasonal depression, there's a new show on Broadway that's just the ticket. Expertly recalling the sort of entertainment you'd experience on a cruise ship or in a low-rent Vegas casino, Home for the Holidays is a Christmas show only Ebenezer Scrooge could love",Hollywood Reporter,Frank Scheck,11/21/17
2,War Horse,5,The Fog of War Horse,"There are many wonders in the Brit import War Horse - the most intense and epic children's entertainment ever mounted on Broadway, and certainly the greatest achievement in large-scale mainstream puppetry since The Lion King...I've heard many people comment that, within minutes, they forgot Joey was a puppet: They saw a real horse. I did, too, but with an unfortunate corollary sensation. The more horselike the puppet became, the more puppetlike I found the human actors.",New York Magazine,Scott Brown,4/14/11
2,Big Fish,8,Hooked by storytelling in 'Big Fish' the musical,"With the indefatigable, deeply engaged and seemingly irreplaceable Norbert Leo Butz driving its storytelling and willing the show's crucial emotional subtext into being by sheer force of talent and will, ""Big Fish"" arrives on Broadway as an earnest, family-friendly, heart-warming and mostly successful new American musical. Modestly and movingly scored by Andrew Lippa, ""Big Fish"" is set in the Deep South and honors that region's love of tall tales without exploiting the Southern stereotypes so common to the genre of musical theater.",Chicago Tribune,Chris Jones,2010/6/13
2,The Glass Menagerie,8,"Theater Review: A Reimagined (and Reinvigorated) Glass Menagerie, With Sally Field","If it's more of an inquest than a definitive statement, it's an inquest at a very high level; Sally Field, who plays Amanda, does not appear in basement black-box theaters. So Gold is performing a tricky balancing act: narrowing the scope of the representation and maintaining his cutting-edge cred while selling the story to an audience of 1,000. One of the casualties of this approach is what Tom calls ""the social background"" of the play. We lose not just the particular St. Louisness of it (the accents are nearly nil) but also the world-on-edge tension that Tom describes at the start: Guernica exploding in Europe, and, in America, ""the fiery braille alphabet of a dissolving economy."" Instead Gold focuses on a novel and largely convincing interpretation of the family's warfare as a symptom of the powerful but constraining love they share, and on the way both things shape Tom's character deep into the future from which he narrates.",Vulture,Jesse Green,2003/9/17
